ori.src,tok.ori.src,mut.src,tok.mut.src,mutkind,mutkind_word,tag,mut_align,ref,poly_word,corpus,ori.tgt,mut.tgt,tok.ori.tgt,tok.mut.tgt,ori.alignment,mut.alignment,ori.sc_id,ori.tgt_sense,mut.sc_id,mut.tgt_sense,unfair,ori.right,mut.right,sc_id
"Bethany had her matches on the plane... they work fine.
",Bethany had her matches on the plane ... they work fine . ,"Bethany had him matches on the plane... they work fine.
",Bethany had him matches on the plane ... they work fine . ,female,"[('her', 2)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12","贝芬尼的火柴从飞机上拿下来，正常点火
",match-3,os18,伯大尼在飞机上有她的火柴……它们工作得很好。,伯大尼在飞机上给他安排了比赛……他们工作得很好。,伯 大 尼 在 飞 机 上 有 她 的 火 柴 … … 它 们 工 作 得 很 好 。,伯 大 尼 在 飞 机 上 给 他 安 排 了 比 赛 … … 他 们 工 作 得 很 好 。,"0-2 1-7 2-8 3-10 3-11 4-6 5-5 5-12 6-13 7-14 7-15 8-16 8-17 9-19 9-20 9-21
","0-2 1-11 2-7 2-8 3-12 3-13 4-6 5-5 6-14 6-15 7-17 8-18 8-19 9-21 9-22 9-23
",1,"[('火', 10), ('柴', 11)]",2,"[('比', 12), ('赛', 13)]",1,1,0,1
"Godfrey takes the lead because he is the oldest.
",Godfrey takes the lead because he is the oldest . ,"Godfrey takes the lead because she is the oldest.
",Godfrey takes the lead because she is the oldest . ,male,"[('he', 5)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10","戈德弗雷领头,因为他最年长.
",lead-3,cwmt,戈弗雷领先，因为他是最年长的。,戈弗雷带头，因为她是最年长的。,戈 弗 雷 领 先 ， 因 为 他 是 最 年 长 的 。,戈 弗 雷 带 头 ， 因 为 她 是 最 年 长 的 。,"0-0 0-1 0-2 1-3 2-3 3-3 3-4 4-6 4-7 5-8 6-9 7-10 7-13 8-11 8-12 8-14
","0-0 0-1 0-2 1-3 2-4 3-3 4-6 4-7 5-5 5-8 6-9 7-10 7-13 8-11 8-12 8-14
",4,"[('领', 3), ('先', 4)]",12,"[('带', 3)]",1,0,1,13
"If one of your brothers is a mole will you dare to take him out?
",If one of your brothers is a mole will you dare to take him out ? ,"If one of your sisters is a mole will you dare to take her out?
",If one of your sisters is a mole will you dare to take her out ? ,male,"[('brothers', 4), ('him', 13)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16","如果有个兄弟是内鬼 你敢不敢干掉他？
",mole-7,os18,如果你的一个兄弟是鼹鼠，你敢带他出去吗？,如果你的一个姐妹是痣，你敢带她出去吗？,如 果 你 的 一 个 兄 弟 是 鼹 鼠 ， 你 敢 带 他 出 去 吗 ？,如 果 你 的 一 个 姐 妹 是 痣 ， 你 敢 带 她 出 去 吗 ？,"0-0 0-1 1-4 1-5 2-3 3-2 4-6 4-7 5-8 7-9 7-10 8-13 9-12 10-13 11-17 12-14 13-15 14-16 14-18 14-19
","0-0 0-1 1-4 1-5 2-3 3-2 4-6 4-7 5-8 7-9 8-12 9-11 10-12 11-16 12-13 13-14 14-15 14-17 14-18
",3,"[('鼹', 9), ('鼠', 10)]",1,"[('痣', 9)]",1,0,0,7
"And that vacuum man... He keeps calling cuz you take it from him.
",And that vacuum man ... He keeps calling cuz you take it from him . ,"And that vacuum woman... She keeps calling cuz you take it from her.
",And that vacuum woman ... She keeps calling cuz you take it from her . ,male,"[('man', 3), ('he', 5), ('him', 13)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15","那个除尘器老头 你总是迁就著他 所以他总找你的啊
",vacuum-2,os18,还有那个吸尘器的人……他一直在打电话，因为你把它从他那里拿走了。,还有那个真空女人……她一直在打电话，因为你把它从她那里拿走了。,还 有 那 个 吸 尘 器 的 人 … … 他 一 直 在 打 电 话 ， 因 为 你 把 它 从 他 那 里 拿 走 了 。,还 有 那 个 真 空 女 人 … … 她 一 直 在 打 电 话 ， 因 为 你 把 它 从 她 那 里 拿 走 了 。,"0-0 0-1 1-2 2-4 2-5 2-6 3-3 3-8 3-9 3-10 4-11 5-12 5-13 5-14 6-15 6-16 6-17 7-19 7-20 8-21 9-22 9-28 9-29 10-23 10-30 11-24 12-31
","0-0 0-1 1-2 1-3 2-4 2-5 3-6 3-7 3-8 3-9 4-10 5-11 5-12 5-13 6-14 6-15 6-16 7-18 7-19 8-20 9-21 9-27 9-28 10-22 10-29 11-23 12-30
",4,"[('吸', 4), ('尘', 5), ('器', 6)]",0,"[('真', 4), ('空', 5)]",1,1,0,4
"The case against calcium became stronger when researchers added in data from 13 other, unpublished trials involving almost 30, 000 women.
","The case against calcium became stronger when researchers added in data from 13 other , unpublished trials involving almost 30 , 000 women . ","The case against calcium became stronger when researchers added in data from 13 other, unpublished trials involving almost 30, 000 men.
","The case against calcium became stronger when researchers added in data from 13 other , unpublished trials involving almost 30 , 000 men . ",female,"[('women', 22)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24","研究人员增加其他13个由3万女性参与的没有发表的试验数据后，人们反对钙补充剂更加强烈。
",case-1,cwmt,"当研究人员加入其他 13 项涉及近 30,000 名女性的未发表试验的数据时，反对钙的情况变得更加有力。","当研究人员添加了其他 13 项涉及近 30,000 名男性的未发表试验的数据时，针对钙的案例变得更加有力。","当 研 究 人 员 加 入 其 他 13 项 涉 及 近 30,000 名 女 性 的 未 发 表 试 验 的 数 据 时 ， 反 对 钙 的 情 况 变 得 更 加 有 力 。","当 研 究 人 员 添 加 了 其 他 13 项 涉 及 近 30,000 名 男 性 的 未 发 表 试 验 的 数 据 时 ， 针 对 钙 的 案 例 变 得 更 加 有 力 。","1-33 2-29 2-30 3-31 4-35 4-36 5-37 6-0 7-1 7-2 7-3 7-4 8-5 8-6 9-17 10-25 10-26 11-24 12-9 13-28 14-19 14-20 14-21 15-10 15-22 15-23 16-11 16-12 17-13 19-38 20-41
","1-34 2-30 2-31 3-32 4-36 4-37 5-38 6-0 7-1 7-2 7-3 7-4 8-5 8-6 9-18 10-26 10-27 11-25 12-10 13-29 14-20 14-21 14-22 15-11 15-23 15-24 16-12 16-13 17-14 19-39 20-42
",11,"[('情', 33)]",14,"[('案', 34)]",1,1,0,11
"He shall cut off the spirit of princes: he is terrible to the kings of the earth.
",He shall cut off the spirit of princes : he is terrible to the kings of the earth . ,"She shall cut off the spirit of princesses: she is terrible to the queens of the earth.
",She shall cut off the spirit of princesses : she is terrible to the queens of the earth . ,male,"[('he', 0), ('princes', 7), ('he', 9), ('kings', 14)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19","诗76:12他要挫折王子的骄气．向地上的君王、威可畏。
",spirit-5,um,他要斩断君王的心：他对地上的君王来说是可怕的。,她将斩断公主们的灵魂：她对地球上的女王来说是可怕的。,他 要 斩 断 君 王 的 心 ： 他 对 地 上 的 君 王 来 说 是 可 怕 的 。,她 将 斩 断 公 主 们 的 灵 魂 ： 她 对 地 球 上 的 女 王 来 说 是 可 怕 的 。,"0-0 1-2 2-3 3-3 4-6 5-7 6-6 6-13 7-14 8-9 9-18 10-19 10-20 11-16 12-15 13-15 14-20 15-21 16-22
","0-0 1-1 2-2 2-3 3-3 4-4 4-5 5-8 5-9 6-7 7-10 8-11 9-21 10-22 10-23 11-19 12-18 13-17 13-18 14-16 15-24 16-25
",3,"[('心', 7)]",2,"[('灵', 8), ('魂', 9)]",1,0,1,2
"One task involved thinking of a pirate who had put his sandwich on a chest and then left.
",One task involved thinking of a pirate who had put his sandwich on a chest and then left . ,"One task involved thinking of a pirate who had put her sandwich on a chest and then left.
",One task involved thinking of a pirate who had put her sandwich on a chest and then left . ,male,"[('his', 10)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19","一个任务涉及思考一个海盗，他把他的三明治放在箱子上，然后离开。
",chest-14,cwmt,一项任务涉及想一个海盗，他把三明治放在箱子上然后离开了。,其中一项任务涉及想象一个海盗，她把三明治放在胸前然后离开了。,一 项 任 务 涉 及 想 一 个 海 盗 ， 他 把 三 明 治 放 在 箱 子 上 然 后 离 开 了 。,其 中 一 项 任 务 涉 及 想 象 一 个 海 盗 ， 她 把 三 明 治 放 在 胸 前 然 后 离 开 了 。,"0-0 1-1 1-2 1-3 2-4 2-5 3-6 4-5 5-8 6-9 6-10 7-8 8-12 9-13 9-17 10-12 11-14 11-15 11-16 12-21 13-20 14-19 15-23 16-22 16-23 17-24 17-25 17-26 17-27
","0-0 0-1 0-2 1-3 1-4 1-5 2-6 2-7 3-8 4-7 4-9 5-11 6-12 6-13 7-11 8-15 9-16 10-15 11-17 11-18 11-19 12-21 14-22 14-23 15-25 16-24 16-25 17-26 17-27 17-28 17-29
",0,"[('箱', 19)]",1,"[('胸', 22), ('前', 23)]",1,1,0,0
"There are many arms about her. She thinks it's safe. Quickly!
",There are many arms about her . She thinks it 's safe . Quickly ! ,"There are many arms about him. He thinks it's safe. Quickly!
",There are many arms about him . He thinks it 's safe . Quickly ! ,female,"[('her', 5), ('she', 7)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15","有很多双手紧紧的抱住她 她认为这很安全 赶快
",arm-3,os18,有很多手臂围绕着她。她认为这是安全的。迅速地！,他身上有许多武器。他认为这是安全的。迅速地！,有 很 多 手 臂 围 绕 着 她 。 她 认 为 这 是 安 全 的 。 迅 速 地 ！,他 身 上 有 许 多 武 器 。 他 认 为 这 是 安 全 的 。 迅 速 地 ！,"0-0 1-2 2-1 2-2 3-3 3-4 4-17 5-9 6-8 6-10 7-11 7-12 8-13 8-14 9-15 9-16 10-19 10-20 10-21 10-22
","0-3 1-3 2-4 2-5 3-6 3-7 4-16 5-8 6-9 7-10 7-11 8-12 8-13 9-14 9-15 10-18 10-19 10-20 10-21
",0,"[('手', 3), ('臂', 4)]",2,"[('武', 6), ('器', 7)]",1,1,0,0
"The cripple dipped the whip tip into the chip solution nearby his hip.
",The cripple dipped the whip tip into the chip solution nearby his hip . ,"The cripple dipped the whip tip into the chip solution nearby her hip.
",The cripple dipped the whip tip into the chip solution nearby her hip . ,male,"[('his', 11)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14","跛子将鞭子末端浸入他臀部旁边的芯片溶液中。
",chip-8,cwmt,跛子将鞭尖浸入他臀部附近的筹码溶液中。,瘸子将鞭尖浸入她臀部附近的碎屑溶液中。,跛 子 将 鞭 尖 浸 入 他 臀 部 附 近 的 筹 码 溶 液 中 。,瘸 子 将 鞭 尖 浸 入 她 臀 部 附 近 的 碎 屑 溶 液 中 。,"0-1 1-0 2-5 3-6 4-3 5-4 6-6 7-9 8-13 8-14 9-15 10-10 10-11 11-12 11-16 12-15 12-17 12-18
","0-1 1-0 2-5 3-6 4-3 5-4 6-6 7-12 8-13 10-10 10-11 11-7 12-8 12-9 12-14 12-15 12-16 12-17 12-18
",1,"[('筹', 13), ('码', 14)]",8,"[('碎', 13)]",1,0,0,10
"I free her spirit, she stops tormenting mine, the water will be sweet again, and you, my friend, might even get your ring back.
","I free her spirit , she stops tormenting mine , the water will be sweet again , and you , my friend , might even get your ring back . ","I free him spirit, he stops tormenting mine, the water will be sweet again, and you, my friend, might even get your ring back.
","I free him spirit , he stops tormenting mine , the water will be sweet again , and you , my friend , might even get your ring back . ",female,"[('her', 2), ('she', 5)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30","我让她安息了，她就不会再折磨我了，泉水会再度变甜的，你也能拿回戒指，我的朋友。
",spirit-3,cwmt,我释放了她的灵魂，她不再折磨我的灵魂，水会再次变甜，而你，我的朋友，甚至可能会拿回你的戒指。,我释放了他的精神，他不再折磨我的，水又变甜了，你，我的朋友，甚至可能拿回你的戒指。,我 释 放 了 她 的 灵 魂 ， 她 不 再 折 磨 我 的 灵 魂 ， 水 会 再 次 变 甜 ， 而 你 ， 我 的 朋 友 ， 甚 至 可 能 会 拿 回 你 的 戒 指 。,我 释 放 了 他 的 精 神 ， 他 不 再 折 磨 我 的 ， 水 又 变 甜 了 ， 你 ， 我 的 朋 友 ， 甚 至 可 能 拿 回 你 的 戒 指 。,"0-0 1-1 1-2 2-4 3-6 3-7 4-9 5-11 6-12 6-13 7-18 8-16 9-19 10-20 11-20 11-23 12-24 13-21 13-22 14-26 15-25 15-28 16-30 16-31 17-32 18-36 18-37 19-34 19-35 20-39 21-41 22-43 22-44 23-45
","0-0 1-1 1-2 2-4 3-6 3-7 4-9 5-11 6-12 6-13 7-16 8-15 9-17 10-19 11-19 12-20 13-18 14-18 15-24 16-26 16-27 17-28 18-32 18-33 19-30 19-31 20-34 21-36 22-38 22-39 23-40
",2,"[('灵', 6), ('魂', 7)]",3,"[('精', 6), ('神', 7)]",1,1,0,2
