ori.src,tok.ori.src,mut.src,tok.mut.src,mutkind,mutkind_word,tag,mut_align,ref,poly_word,corpus,ori.tgt,mut.tgt,tok.ori.tgt,tok.mut.tgt,ori.alignment,mut.alignment,ori.sc_id,ori.tgt_sense,mut.sc_id,mut.tgt_sense,unfair,ori.right,mut.right,sc_id
"And I heard the voice of a man between the banks of Ulai, and he called out and said, ""Gabriel, give this man an understanding of the vision.""
","And I heard the voice of a man between the banks of Ulai , and he called out and said , "" Gabriel , give this man an understanding of the vision . "" ","And I heard the voice of a woman between the banks of Ulai, and she called out and said, ""Gabriel, give this woman an understanding of the vision.""
","And I heard the voice of a woman between the banks of Ulai , and she called out and said , "" Gabriel , give this woman an understanding of the vision . "" ",male,"[('man', 7), ('he', 15), ('man', 26)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30,31-31,32-32,33-33,34-34","但6 我又听见乌莱河两岸中有人声呼叫说、加百列阿、要使此人明白这异象。
",bank-10,cwmt,"我听到乌莱两岸之间一个男人的声音, 他喊叫说, “加布里埃尔,请你让他明白这个梦。”","我听到一个女人的声音,在乌莱的银行之间, 她喊着说, “加布里埃尔,让这个女人了解这个梦。”","我 听 到 乌 莱 两 岸 之 间 一 个 男 人 的 声 音 , 他 喊 叫 说 , “ 加 布 里 埃 尔 , 请 你 让 他 明 白 这 个 梦 。 ”","我 听 到 一 个 女 人 的 声 音 , 在 乌 莱 的 银 行 之 间 , 她 喊 着 说 , “ 加 布 里 埃 尔 , 让 这 个 女 人 了 解 这 个 梦 。 ”","0-0 1-0 2-1 2-2 4-14 4-15 6-9 6-10 7-11 7-12 8-7 8-8 10-6 11-13 12-18 14-17 15-19 16-18 17-28 18-20 18-21 18-22 18-28 19-23 19-24 19-26 19-27 20-31 21-35 23-36 24-33 24-34 26-39 27-39
","0-0 1-0 2-1 2-2 3-7 4-8 4-9 5-7 6-3 6-4 7-5 7-6 8-17 8-18 9-15 10-15 10-16 11-14 12-21 13-19 14-20 15-21 16-21 17-24 18-23 18-25 18-31 19-26 19-27 19-29 19-30 20-32 21-33 22-35 22-36 23-34 24-38 25-40 27-43
",6,"[('岸', 6)]",5,"[('银', 15), ('行', 16)]",1,1,0,6
"' I put her note away in a drawer, so that I would always have reality to hand should I ever have doubts, as happened from time to time
","' I put her note away in a drawer , so that I would always have reality to hand should I ever have doubts , as happened from time to time ","' I put him note away in a drawer, so that I would always have reality to hand should I ever have doubts, as happened from time to time
","' I put him note away in a drawer , so that I would always have reality to hand should I ever have doubts , as happened from time to time ",female,"[('her', 3)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30,31-31","我这人有时候会神思恍惚，这样做了就可以在日后疑心是否真有此事时，有个实实在在的凭据
",note-4,cwmt,"我把她的纸条放在抽屉里,这样,如果我曾经怀疑过,我就会永远面对现实,不时发生这种情况","我把他的笔记放在抽屉里,这样,如果我有怀疑,我就会永远面对现实,就像不时发生的那样","我 把 她 的 纸 条 放 在 抽 屉 里 , 这 样 , 如 果 我 曾 经 怀 疑 过 , 我 就 会 永 远 面 对 现 实 , 不 时 发 生 这 种 情 况","我 把 他 的 笔 记 放 在 抽 屉 里 , 这 样 , 如 果 我 有 怀 疑 , 我 就 会 永 远 面 对 现 实 , 就 像 不 时 发 生 的 那 样","1-0 2-1 2-6 3-2 4-4 4-5 5-6 6-7 7-8 8-9 8-10 9-15 10-12 11-17 12-16 12-26 13-27 14-19 15-31 15-32 17-29 18-25 19-24 20-18 22-20 22-21 23-13 24-36 24-37 25-28 26-35 27-40
","1-0 2-1 2-6 3-2 4-4 4-5 5-6 6-7 7-8 8-9 8-10 9-15 10-12 11-17 12-16 12-24 13-25 14-18 15-29 15-30 17-27 18-23 19-22 21-18 22-19 22-20 22-21 23-33 24-36 24-37 25-26 26-35
",0,"[('纸', 4), ('条', 5)]",6,"[('笔', 4), ('记', 5)]",1,1,0,0
"A black mole on her left arm remarks her.
",A black mole on her left arm remarks her . ,"A black mole on him left arm remarks him.
",A black mole on him left arm remarks him . ,female,"[('her', 4), ('her', 8)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10","现在我正在努力学习英语。
",mole-2,cwmt,她左臂上有个黑内鬼在指着她,他左臂上有个黑黑鼠 对他指手画脚,她 左 臂 上 有 个 黑 内 鬼 在 指 着 她,他 左 臂 上 有 个 黑 黑 鼠 对 他 指 手 画 脚,"0-4 0-5 1-6 2-7 2-8 3-3 3-9 4-0 4-12 5-1 6-2 8-10
","0-4 0-5 1-6 1-7 2-8 3-3 4-0 4-10 5-1 6-2 6-12 7-9 7-11 8-10
",7,"[('内', 7), ('鬼', 8)]",3,"[('鼠', 8)]",1,0,1,3
"A man ought warily to begin charges which once begun will continue;but inmatters that return not ,he may more magnificent.
","A man ought warily to begin charges which once begun will continue;but inmatters that return not , he may more magnificent . ","A woman ought warily to begin charges which once begun will continue;but inmatters that return not ,she may more magnificent.
","A woman ought warily to begin charges which once begun will continue;but inmatters that return not , she may more magnificent . ",male,"[('man', 1), ('he', 17)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22","对于连续性日常消费应该节俭，而对于一次性的消费，大方些倒无妨。
",charge-6,um,"一个人应该谨慎地开始起诉 一旦开始,将继续起诉; 但是,如果事情不回来, 他可能会更伟大。","妇女应该谨慎地开始收费,一旦开始,将继续收费;但是,如果返回不了,她可能会更加出色。","一 个 人 应 该 谨 慎 地 开 始 起 诉 一 旦 开 始 , 将 继 续 起 诉 ; 但 是 , 如 果 事 情 不 回 来 , 他 可 能 会 更 伟 大 。","妇 女 应 该 谨 慎 地 开 始 收 费 , 一 旦 开 始 , 将 继 续 收 费 ; 但 是 , 如 果 返 回 不 了 , 她 可 能 会 更 加 出 色 。","0-0 0-1 1-2 2-3 2-4 3-5 3-6 3-7 4-9 5-8 5-9 6-10 6-11 7-16 8-13 9-15 10-17 11-22 12-26 13-29 14-31 14-32 15-30 16-33 16-34 17-35 17-36 18-38 19-38 19-39
","0-1 1-0 1-1 2-2 2-3 3-4 3-5 3-6 4-8 5-7 5-8 5-14 5-15 6-9 6-10 7-16 8-13 10-17 11-22 12-26 14-28 14-29 15-30 16-32 16-33 17-34 17-35 18-37 18-38 19-37
",6,"[('起', 10), ('诉', 11)]",12,"[('收', 9), ('费', 10)]",1,1,0,6
"His race. And in a year, I'll be back.
","His race . And in a year , I 'll be back . ","Her race. And in a year, I'll be back.
","Her race . And in a year , I 'll be back . ",male,"[('his', 0)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13","他的帆船赛，一年后我就回来
",race-1,os18,他的种族 一年后我就会回来,她的比赛 一年后我就回来,他 的 种 族 一 年 后 我 就 会 回 来,她 的 比 赛 一 年 后 我 就 回 来,"0-0 0-1 1-2 1-3 2-6 3-5 4-4 5-5 6-7 6-9 7-8 8-10 8-11
","0-0 0-1 1-2 1-3 2-6 3-5 4-4 5-5 6-7 7-8 8-9 8-10
",0,"[('种', 2), ('族', 3)]",3,"[('比', 2), ('赛', 3)]",1,0,1,3
"The boy in the bow of my canoe slapped stones at birds with a simple sling, a rubber thong and leather pad
","The boy in the bow of my canoe slapped stones at birds with a simple sling , a rubber thong and leather pad ","The girl in the bow of my canoe slapped stones at birds with a simple sling, a rubber thong and leather pad
","The girl in the bow of my canoe slapped stones at birds with a simple sling , a rubber thong and leather pad ",male,"[('boy', 1)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23","我乘坐的独木舟船头坐着个男孩，他用简陋的弹弓――橡皮弹架和皮索――发射石弹击打飞鸟
",bow-4,cwmt,坐在我独木舟船首的男孩用一个简单的吊铃、橡皮带和皮垫对鸟儿打耳光石头,坐在我独木舟弓弓上的女孩用一个简单的吊铃、橡皮带和皮垫对鸟儿打耳光石头,坐 在 我 独 木 舟 船 首 的 男 孩 用 一 个 简 单 的 吊 铃 、 橡 皮 带 和 皮 垫 对 鸟 儿 打 耳 光 石 头,坐 在 我 独 木 舟 弓 弓 上 的 女 孩 用 一 个 简 单 的 吊 铃 、 橡 皮 带 和 皮 垫 对 鸟 儿 打 耳 光 石 头,"1-9 1-10 2-1 3-6 4-7 5-8 6-2 6-8 7-3 7-4 7-5 7-6 8-29 8-30 8-31 9-32 9-33 10-16 11-27 11-28 12-11 13-12 13-13 14-14 14-15 15-17 17-20 18-22 19-23 20-24 21-25
","1-10 1-11 2-1 3-8 4-6 4-7 5-9 6-2 6-9 7-3 7-4 7-5 8-30 8-31 8-32 9-33 9-34 10-17 11-28 11-29 12-12 13-13 13-14 14-15 14-16 15-18 17-21 18-23 19-24 20-25 21-26
",5,"[('首', 7)]",0,"[('弓', 6), ('弓', 7)]",1,1,0,5
"On the first Saturday night Carrie paid her board, four dollars
","On the first Saturday night Carrie paid her board , four dollars ","On the first Saturday night Carrie paid him board, four dollars
","On the first Saturday night Carrie paid him board , four dollars ",female,"[('her', 7)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12","第一个星期六的晚上，嘉莉付了４块钱的伙食费
",board-8,cwmt,在第一个星期六晚上 Carrie付了四块钱给她的董事会费,在第一个星期六晚上 Carrie付给他4美元,在 第 一 个 星 期 六 晚 上 Carrie 付 了 四 块 钱 给 她 的 董 事 会 费,在 第 一 个 星 期 六 晚 上 Carrie 付 给 他 4 美 元,"0-0 1-1 2-1 2-2 3-4 3-5 3-6 4-7 5-9 6-10 6-11 6-14 6-15 7-16 8-18 8-19 8-20 9-12 10-13
","0-0 1-1 2-1 2-2 3-4 3-5 3-6 4-7 5-9 6-10 6-11 7-12 8-8 9-13 10-14 10-15
",8,"[('董', 18), ('事', 19), ('会', 20)]",10,"[('上', 8)]",1,0,1,2
"He feels there is a film over his eyes.
",He feels there is a film over his eyes . ,"She feels there is a film over her eyes.
",She feels there is a film over her eyes . ,male,"[('he', 0), ('his', 7)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10","他觉得眼里有种薄膜似的东西，挡住视线。
",film-5,cwmt,他觉得眼睛上有胶片,她觉得她的眼睛里有一部电影,他 觉 得 眼 睛 上 有 胶 片,她 觉 得 她 的 眼 睛 里 有 一 部 电 影,"0-0 1-1 1-2 2-6 4-6 5-7 5-8 6-5 7-4 8-3 8-4
","0-0 0-3 1-1 1-2 2-7 2-8 3-4 4-9 5-10 5-11 5-12 8-5 8-6
",2,"[('胶', 7), ('片', 8)]",0,"[('部', 10), ('电', 11), ('影', 12)]",1,1,0,2
"And it was so when they saw that there was much money in the chest that the king's scribe and the high priest came up and they put up in bags and told the money that was found in the house of the LORD
",And it was so when they saw that there was much money in the chest that the king 's scribe and the high priest came up and they put up in bags and told the money that was found in the house of the LORD ,"And it was so when they saw that there was much money in the chest that the queen's scribe and the high priestess came up and they put up in bags and told the money that was found in the house of the LORD
",And it was so when they saw that there was much money in the chest that the queen 's scribe and the high priestess came up and they put up in bags and told the money that was found in the house of the LORD ,male,"[('king', 17), ('priest', 23)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30,31-31,32-32,33-33,34-34,35-35,36-36,37-37,38-38,39-39,40-40,41-41,42-42,43-43,44-44,45-45","，，，：12：10 他们见柜里的银子多了，便叫王的书记和大祭司上来，将耶和华殿里的银子数算包起来。 ，，，
",chest-14,cwmt,"当他们看到箱子里有很多钱的时候,国王的文士和大祭司就来了,他们把袋子装起来,告诉了在耶和华殿中发现的钱。","当他们看到胸腔里有很多钱的时候 女王的文士和大祭司 来了,他们放进袋子里 告诉了在耶和华殿里找到的钱","当 他 们 看 到 箱 子 里 有 很 多 钱 的 时 候 , 国 王 的 文 士 和 大 祭 司 就 来 了 , 他 们 把 袋 子 装 起 来 , 告 诉 了 在 耶 和 华 殿 中 发 现 的 钱 。","当 他 们 看 到 胸 腔 里 有 很 多 钱 的 时 候 女 王 的 文 士 和 大 祭 司 来 了 , 他 们 放 进 袋 子 里 告 诉 了 在 耶 和 华 殿 里 找 到 的 钱","3-9 4-0 5-1 5-2 6-3 6-4 8-7 8-8 9-13 10-10 11-11 14-5 16-16 17-17 18-19 18-20 19-21 20-23 21-23 22-23 22-24 23-26 26-29 26-30 27-31 28-35 29-41 30-32 31-43 32-38 32-39 34-50 37-47 37-48 38-46 39-46 40-45 41-46 42-46 43-42
","3-9 4-0 5-1 5-2 6-3 6-4 7-4 8-7 8-8 9-9 10-10 11-11 14-5 14-6 16-17 17-16 18-18 18-19 19-20 20-22 21-22 22-22 22-23 23-24 24-24 26-27 26-28 27-29 28-29 29-30 30-31 31-39 32-34 32-35 33-37 34-46 37-43 38-42 39-44 40-32 41-45 43-38
",0,"[('箱', 5)]",1,"[('胸', 5), ('腔', 6)]",1,1,0,0
"The black earthly spirit of the priests wounded my life.
",The black earthly spirit of the priests wounded my life . ,"The black earthly spirit of the priestesses wounded my life.
",The black earthly spirit of the priestesses wounded my life . ,male,"[('priests', 6)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11","牧师邪恶的世俗灵魂伤害了我的心灵.
",spirit-3,cwmt,祭司的黑土灵 伤害了我的生命,祭司们的黑土精神 伤害了我的生命,祭 司 的 黑 土 灵 伤 害 了 我 的 生 命,祭 司 们 的 黑 土 精 神 伤 害 了 我 的 生 命,"1-3 2-4 3-5 4-5 5-5 6-0 6-1 7-6 7-7 7-8 8-9 8-10 9-11 9-12
","1-4 2-5 3-6 3-7 4-7 5-7 6-0 6-1 7-8 7-9 7-10 8-11 8-12 9-13 9-14
",2,"[('灵', 5)]",3,"[('精', 6), ('神', 7)]",1,1,0,2
