ori.src,tok.ori.src,mut.src,tok.mut.src,mutkind,mutkind_word,tag,mut_align,ref,poly_word,corpus,ori.tgt,mut.tgt,tok.ori.tgt,tok.mut.tgt,ori.alignment,mut.alignment,ori.sc_id,ori.tgt_sense,mut.sc_id,mut.tgt_sense,unfair,ori.right,mut.right,sc_id
"A month or so in plaster and then a little massage and therapy, and we'll have your ankle and you as right as a trivet.
","A month or so in plaster and then a little massage and therapy , and we 'll have your ankle and you as right as a trivet . ","A month or so in plaster and then a little massage and therapy, and we'll not have your ankle and you as right as a trivet.
","A month or so in plaster and then a little massage and therapy , and we 'll not have your ankle and you as right as a trivet . ",positive,['have'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-18,18-19,19-20,20-21,21-22,22-23,23-24,24-25,25-26,26-27,27-28,28-29","打一个月左右的石膏，然后做点按摩和理疗，我们会让你的踝部和身体恢复健康。
",plaster-5,um,一个月左右的膏药，然后进行一点按摩和治疗，我们会得到你的脚踝，你就像一个三脚架一样。,一个月左右的石膏，然后进行一些按摩和治疗，我们不会让你的脚踝和你像三脚架一样正确。,一 个 月 左 右 的 膏 药 ， 然 后 进 行 一 点 按 摩 和 治 疗 ， 我 们 会 得 到 你 的 脚 踝 ， 你 就 像 一 个 三 脚 架 一 样 。,一 个 月 左 右 的 石 膏 ， 然 后 进 行 一 些 按 摩 和 治 疗 ， 我 们 不 会 让 你 的 脚 踝 和 你 像 三 脚 架 一 样 正 确 。,"0-0 1-1 1-2 2-3 3-4 4-11 5-6 5-7 7-9 7-10 8-13 9-14 10-15 10-16 11-17 12-18 12-19 12-20 13-17 14-21 14-22 14-23 15-24 16-27 16-28 17-29 19-31 20-33 21-32 22-33 23-39 24-38
","0-0 1-1 1-2 2-3 3-4 4-11 5-6 5-7 7-9 7-10 8-13 9-14 10-15 10-16 11-17 12-18 12-19 12-20 13-17 14-21 14-22 14-24 15-23 16-22 17-27 17-28 18-29 19-30 20-31 21-32 22-38 22-39 23-37 24-36 25-34 25-35
",0,"[('膏', 6), ('药', 7)]",1,"[('石', 6), ('膏', 7)]",1,0,1,1
"A pile of driftwood sat beside a table looking like a bonfire waiting for a match.
",A pile of driftwood sat beside a table looking like a bonfire waiting for a match . ,"A pile of driftwood did not sit beside a table looking like a bonfire waiting for a match.
",A pile of driftwood did not sit beside a table looking like a bonfire waiting for a match . ,positive,['sat'],MUTATED,"0-0,1-1,2-2,3-3,4-6,5-7,6-8,7-9,8-10,9-11,10-12,11-13,12-14,13-15,14-16,15-17,16-18,17-19","一张桌子旁边立着一堆漂流木，就像是一堆等待点燃的篝火。
",match-15,cwmt,一堆浮木坐在一张桌子旁边，看起来就像一堆等待火柴的篝火。,一堆浮木没有放在一张看起来像篝火在等待比赛的桌子旁边。,一 堆 浮 木 坐 在 一 张 桌 子 旁 边 ， 看 起 来 就 像 一 堆 等 待 火 柴 的 篝 火 。,一 堆 浮 木 没 有 放 在 一 张 看 起 来 像 篝 火 在 等 待 比 赛 的 桌 子 旁 边 。,"0-0 1-1 2-1 3-2 3-3 4-4 4-5 5-10 5-11 6-6 7-7 7-8 7-9 8-13 9-16 9-17 10-18 11-22 11-25 11-26 12-20 12-21 13-21 15-23
","0-0 1-1 2-1 3-2 3-3 4-4 4-5 5-4 6-7 7-24 7-25 8-8 9-22 9-23 10-10 11-13 13-14 13-15 14-17 14-18 15-18 17-19 17-20
",1,"[('柴', 23)]",2,"[('比', 19), ('赛', 20)]",1,1,0,1
"She on runway and do a drag queen in nails.
",She on runway and do a drag queen in nails . ,"She on runway and do not do a drag queen in nails.
",She on runway and do not do a drag queen in nails . ,positive,['do'],MUTATED,"0-0,1-1,2-2,3-3,4-6,5-7,6-8,7-9,8-10,9-11,10-12,11-13","她正在T形台上表演 戴着变装皇后的指甲
",nail-9,os18,她在跑道上做一个钉子皇后。,她在 T 台上并没有在指甲上做扮装皇后。,她 在 跑 道 上 做 一 个 钉 子 皇 后 。,她 在 T 台 上 并 没 有 在 指 甲 上 做 扮 装 皇 后 。,"0-0 1-4 2-2 2-3 3-4 4-5 5-6 5-7 6-10 7-10 7-11 8-11 9-8 9-9 9-12
","0-0 1-4 2-2 2-3 5-5 5-6 5-7 6-12 7-11 8-13 9-15 9-16 10-8 10-14 11-9 11-10
",2,"[('钉', 8), ('子', 9), ('。', 12)]",1,"[('指', 9), ('甲', 10)]",1,0,1,1
"When finally the plot was revealed,they got the deserved punishment.
","When finally the plot was revealed , they got the deserved punishment . ","When finally the plot was revealed,they did not get the deserved punishment.
","When finally the plot was revealed , they did not get the deserved punishment . ",positive,['got'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-10,9-11,10-12,11-13,12-14,13-15","当阴谋最终被揭露时,他们得到了他们应得的惩罚
",plot-3,cwmt,当最终的阴谋被揭露时，他们得到了应有的惩罚。,当最终剧情被揭露时，他们并没有得到应有的惩罚。,当 最 终 的 阴 谋 被 揭 露 时 ， 他 们 得 到 了 应 有 的 惩 罚 。,当 最 终 剧 情 被 揭 露 时 ， 他 们 并 没 有 得 到 应 有 的 惩 罚 。,"0-0 1-1 1-2 2-3 3-4 3-5 4-6 4-9 5-7 5-8 6-17 7-18 8-19 9-20 9-21
","0-0 1-1 1-2 2-1 3-3 3-4 4-5 5-6 5-7 5-10 5-11 6-12 6-13 6-14 7-12 8-16 9-19 10-20 11-21 11-22
",0,"[('阴', 4), ('谋', 5)]",6,"[('剧', 3), ('情', 4)]",1,1,0,0
"The difference in subject is shown in the ego - identity development of Mongolian college students.
",The difference in subject is shown in the ego - identity development of Mongolian college students . ,"The difference in subject is not shown in the ego - identity development of Mongolian college students.
",The difference in subject is not shown in the ego - identity development of Mongolian college students . ,positive,['shown'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-6,6-7,7-8,8-9,9-10,10-11,11-12,12-13,13-14,14-15,15-16,16-17,17-18","蒙古族大学生 自我 同一性发展存在学科特征.
",subject-3,cwmt,主体差异表现在蒙古族大学生的自我认同发展中。,蒙古族大学生的自我认同发展没有表现出学科差异。,主 体 差 异 表 现 在 蒙 古 族 大 学 生 的 自 我 认 同 发 展 中 。,蒙 古 族 大 学 生 的 自 我 认 同 发 展 没 有 表 现 出 学 科 差 异 。,"1-2 1-3 3-0 3-1 4-6 5-4 5-5 6-6 8-14 8-15 9-15 10-16 11-18 11-19 12-20 13-7 13-8 13-9 14-10 14-11 15-12 15-21
","1-10 3-19 5-13 6-15 6-16 6-17 9-7 11-9 12-11 12-12 13-6 14-0 14-1 14-2 15-3 15-4 15-18 16-5
",6,"[('主', 0), ('体', 1)]",5,"[('科', 19)]",1,0,1,5
"The expansion of the terms of the fund, in conjunction with an increase in its level, would eliminate the need to borrow from the accounts of closed peacekeeping missions in future.
","The expansion of the terms of the fund , in conjunction with an increase in its level , would eliminate the need to borrow from the accounts of closed peacekeeping missions in future . ","The expansion of the terms of the fund, in conjunction with an increase in its level, would not eliminate the need to borrow from the accounts of closed peacekeeping missions in future.
","The expansion of the terms of the fund , in conjunction with an increase in its level , would not eliminate the need to borrow from the accounts of closed peacekeeping missions in future . ",positive,['eliminate'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-20,20-21,21-22,22-23,23-24,24-25,25-26,26-27,27-28,28-29,29-30,30-31,31-32,32-33,33-34,34-35","延长该基金的期限以及提高其额度，将消除今后向已结束的维持和平特派团借款的需要。
",term-4,UNv1,扩大该基金的条款并提高其水平，将消除今后从已结束的维持和平特派团账户借款的需要。,扩大基金期限并提高基金规模，并不能消除今后从已结束的维持和平特派团账户借款的需要。,扩 大 该 基 金 的 条 款 并 提 高 其 水 平 ， 将 消 除 今 后 从 已 结 束 的 维 持 和 平 特 派 团 账 户 借 款 的 需 要 。,扩 大 基 金 期 限 并 提 高 基 金 规 模 ， 并 不 能 消 除 今 后 从 已 结 束 的 维 持 和 平 特 派 团 账 户 借 款 的 需 要 。,"0-2 1-0 1-1 4-6 4-7 5-5 7-3 7-4 9-22 12-9 12-10 14-11 15-12 15-13 15-14 16-15 17-16 17-17 18-24 19-37 19-38 21-34 22-20 23-31 24-32 24-33 25-36 26-21 27-25 27-26 27-27 27-28 28-29 28-30 28-31 30-39
","0-2 1-0 1-1 2-4 3-4 4-5 7-9 7-10 8-11 9-23 11-12 12-7 12-8 15-13 16-16 17-14 17-15 18-17 18-18 19-25 20-38 20-39 22-35 23-21 24-32 25-33 25-34 26-36 27-22 28-26 28-27 28-28 28-29 29-30 29-31 29-32 30-37 31-40
",3,"[('条', 6), ('款', 7)]",1,"[('限', 5)]",1,0,1,1
"Every evening you lose the balance you failed to use during the day.
",Every evening you lose the balance you failed to use during the day . ,"Every evening you do not lose the balance you failed to use during the day.
",Every evening you do not lose the balance you failed to use during the day . ,positive,['lose'],MUTATED,"0-0,1-1,2-2,3-5,4-6,5-7,6-8,7-9,8-10,9-11,10-12,11-13,12-14,13-15,14-16","由于白天的使用不当导致你的收支不平衡。
",balance-5,cwmt,每天晚上，您都会失去白天未能使用的余额。,每天晚上，您都不会失去白天未能使用的平衡。,每 天 晚 上 ， 您 都 会 失 去 白 天 未 能 使 用 的 余 额 。,每 天 晚 上 ， 您 都 不 会 失 去 白 天 未 能 使 用 的 平 衡 。,"0-0 1-2 1-3 2-5 3-7 3-8 3-9 5-17 5-18 7-12 7-13 8-14 9-15 10-10 11-16 12-19
","0-0 1-2 1-3 2-5 3-5 4-7 5-8 5-9 5-10 7-18 7-19 9-13 9-14 10-15 11-16 12-11 13-17 14-20
",2,"[('余', 17), ('额', 18)]",0,"[('平', 18), ('衡', 19)]",1,1,0,2
"The transformation subject is the green, the culture, art, the life.
","The transformation subject is the green , the culture , art , the life . ","The transformation subject is not the green, the culture, art, the life.
","The transformation subject is not the green , the culture , art , the life . ",positive,['is'],MUTATED,"0-0,1-1,2-2,3-3,4-5,5-6,6-7,7-8,8-9,9-10,10-11,11-12,12-13,13-14,14-15,15-16","改造主题是绿色 、 文化 、 艺术 、 生活.
",subject-2,cwmt,改造的主题是绿色、文化、艺术、生活。,改造的主体不是绿色、文化、艺术、生活。,改 造 的 主 题 是 绿 色 、 文 化 、 艺 术 、 生 活 。,改 造 的 主 体 不 是 绿 色 、 文 化 、 艺 术 、 生 活 。,"1-0 1-1 2-3 2-4 3-5 4-7 5-6 6-10 7-9 7-10 8-8 8-11 8-12 8-13 8-14 9-14 10-15 10-16 10-17
","1-0 1-1 2-3 2-4 3-6 4-5 5-8 6-7 7-11 8-10 8-11 9-9 9-12 9-13 9-14 9-15 10-15 11-16 11-17 11-18
",0,"[('主', 3), ('题', 4)]",6,"[('主', 3), ('体', 4)]",1,1,0,0
"UNDP and the International Telecommunication Union provided the balance.
",UNDP and the International Telecommunication Union provided the balance . ,"UNDP and the International Telecommunication Union did not provide the balance.
",UNDP and the International Telecommunication Union did not provide the balance . ,positive,['provided'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-8,7-9,8-10,9-11,10-12","开发计划署和国际电信联盟提供其余的资金。
",balance-8,UNv1,开发署和国际电信联盟提供了平衡。,开发署和国际电信联盟没有提供余额。,开 发 署 和 国 际 电 信 联 盟 提 供 了 平 衡 。,开 发 署 和 国 际 电 信 联 盟 没 有 提 供 余 额 。,"0-0 0-1 0-2 1-3 2-4 3-5 4-6 4-7 5-8 5-9 6-10 6-11 7-13 8-14 8-15
","0-0 0-1 0-2 1-3 2-4 3-5 4-6 4-7 5-8 5-9 6-10 6-11 7-10 8-12 8-13 9-14 10-15 10-16
",0,"[('衡', 14), ('。', 15)]",2,"[('额', 15), ('。', 16)]",1,0,1,2
"In cases of liability in the strict sense, even full compliance with due diligence did not exempt a State from liability.
","In cases of liability in the strict sense , even full compliance with due diligence did not exempt a State from liability . ","In cases of liability in the strict sense, even full compliance with due diligence exempt a State from liability.
","In cases of liability in the strict sense , even full compliance with due diligence exempt a State from liability . ",negative,['exempt'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,17-15,18-16,19-17,20-18,21-19,22-20,23-21","严格说来,在责任问题上,即使具有适当注意的充分遵守也不能使一个国家免负责任。
",case-1,UNv1,在严格意义上的责任案件中，即使完全遵守尽职调查也不能免除国家的责任。,在严格意义上的责任情况下，即使完全遵守尽职调查也可以免除国家的责任。,在 严 格 意 义 上 的 责 任 案 件 中 ， 即 使 完 全 遵 守 尽 职 调 查 也 不 能 免 除 国 家 的 责 任 。,在 严 格 意 义 上 的 责 任 情 况 下 ， 即 使 完 全 遵 守 尽 职 调 查 也 可 以 免 除 国 家 的 责 任 。,"0-0 0-11 0-12 1-9 1-10 2-6 3-7 3-8 6-1 6-2 7-3 7-4 7-5 8-13 8-14 9-15 9-16 10-17 10-18 11-17 12-20 13-19 13-20 13-21 13-22 14-23 15-24 16-25 16-26 16-27 17-29 18-28 20-32
","0-0 0-12 1-9 1-10 1-11 2-6 3-7 3-8 6-1 6-2 7-3 7-4 7-5 8-13 8-14 9-15 9-16 10-17 10-18 11-17 12-20 13-19 13-20 13-21 13-22 14-25 14-26 14-27 16-28 16-29 18-32
",14,"[('案', 9), ('件', 10)]",11,"[('情', 9), ('况', 10), ('下', 11)]",1,1,0,14
