ori.src,tok.ori.src,mut.src,tok.mut.src,mutkind,mutkind_word,tag,mut_align,ref,poly_word,corpus,ori.tgt,mut.tgt,tok.ori.tgt,tok.mut.tgt,ori.alignment,mut.alignment,ori.sc_id,ori.tgt_sense,mut.sc_id,mut.tgt_sense,unfair,ori.right,mut.right,sc_id
"With respect to those departmental capital authorities which submitted data, 275 of the 659 filled posts are held by women, equivalent to 42 per cent;
","With respect to those departmental capital authorities which submitted data , 275 of the 659 filled posts are held by women , equivalent to 42 per cent ; ","With respect to those departmental capital authorities which submitted data, 275 of the 659 filled posts were held by women, equivalent to 42 per cent;
","With respect to those departmental capital authorities which submitted data , 275 of the 659 filled posts were held by women , equivalent to 42 per cent ; ",SimplePresent,['held '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28","在提交了信息的省府中，职位总数为659个，其中275个由女性职位，占到42%；
",capital-5,UNv1,"关于提交数据的省首府当局，在659个已填补的职位中，有275个由妇女担任，相当于42%。
","在提交数据的省资本当局中，659个已填补的职位中有275个由妇女担任，相当于42%;妇女在659个已填补的职位中，有275个由妇女担任，占42%。
",关 于 提 交 数 据 的 省 首 府 当 局 ， 在 659 个 已 填 补 的 职 位 中 ， 有 275 个 由 妇 女 担 任 ， 相 当 于 42 % 。,在 提 交 数 据 的 省 资 本 当 局 中 ， 659 个 已 填 补 的 职 位 中 有 275 个 由 妇 女 担 任 ， 相 当 于 42 % ; 妇 女 在 659 个 已 填 补 的 职 位 中 ， 有 275 个 由 妇 女 担 任 ， 占 42 % 。,"0-24 1-1 3-6 4-7 5-8 6-9 6-10 6-11 7-12 8-2 8-3 9-4 9-5 10-25 11-19 12-22 13-14 14-17 14-18 15-20 15-21 16-13 17-27 18-27 19-28 19-29 19-32 20-33 21-35 22-36 23-37 23-38 24-37
","0-22 4-6 5-7 5-8 6-9 6-10 7-11 7-12 7-21 8-1 8-2 9-3 9-4 10-23 11-5 12-33 13-40 14-43 14-44 15-46 15-47 16-39 18-53 19-54 19-55 20-31 22-60 23-59 23-62 24-61
",3,"[('首', 8)]",0,"[('资', 7), ('本', 8)]",1,1,0,3
"But the first note said wr wouldn""t find any more bodies from then on.
","But the first note said wr wouldn""t find any more bodies from then on . ","But the first note say wr wouldn""t find any more bodies from then on.
","But the first note say wr wouldn""t find any more bodies from then on . ",SimplePast,['said '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15","但第一张纸条说，从此往后 我们不会发现任何尸体
",note-3,um,"但第一张纸条说，从那时起，wr就不会再找到任何尸体了。
","但第一个音符说，从那时起，wr就不会再找到任何尸体了。
",但 第 一 张 纸 条 说 ， 从 那 时 起 ， wr 就 不 会 再 找 到 任 何 尸 体 了 。,但 第 一 个 音 符 说 ， 从 那 时 起 ， wr 就 不 会 再 找 到 任 何 尸 体 了 。,"0-0 1-1 2-1 2-2 3-3 3-4 3-5 4-6 5-10 5-13 6-11 6-12 6-13 7-18 7-19 8-20 8-21 9-17 10-22 10-23 11-8 12-9 13-25
","0-0 1-1 2-1 2-2 2-3 3-4 3-5 4-6 5-10 5-13 6-11 6-12 6-13 7-18 7-19 8-20 8-21 9-17 10-22 10-23 11-8 12-9 13-25
",0,"[('张', 3), ('纸', 4), ('条', 5)]",1,"[('音', 4), ('符', 5)]",1,1,0,2
"One delegation proposed that this could be the subject of more detailed consultations.
",One delegation proposed that this could be the subject of more detailed consultations . ,"One delegation propose that this could be the subject of more detailed consultations.
",One delegation propose that this could be the subject of more detailed consultations . ,SimplePast,['proposed '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14","一个代表团建议将此作为更详细协商的主题。
",subject-8,UNv1,"一个代表团提议，这可以成为进行更详细磋商的主题。
","一个代表团提议，可以对此进行更详细的协商。
",一 个 代 表 团 提 议 ， 这 可 以 成 为 进 行 更 详 细 磋 商 的 主 题 。,一 个 代 表 团 提 议 ， 可 以 对 此 进 行 更 详 细 的 协 商 。,"0-0 0-1 1-2 1-3 1-4 2-5 2-6 3-8 4-8 5-9 5-10 6-11 6-12 8-21 8-22 9-14 9-20 10-15 11-16 11-17 12-18 12-19
","0-0 0-1 1-2 1-3 1-4 2-5 2-6 4-11 5-8 5-9 6-8 7-12 8-10 9-13 9-17 10-14 11-15 11-16 12-18 12-19 12-20
",0,"[('主', 21), ('题', 22)]",4,"[('对', 10)]",1,1,0,0
"The question of whether leafleting in a particular case crosses the line and becomes impermissible persuasion is largely a factual one.
",The question of whether leafleting in a particular case crosses the line and becomes impermissible persuasion is largely a factual one . ,"The question of whether leafleting in a particular case crosses the line and became impermissible persuasion is largely a factual one.
",The question of whether leafleting in a particular case crosses the line and became impermissible persuasion is largely a factual one . ,SimplePresent,['becomes '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22","特定情况下散发传单是否越过界线并变成一种不被允许的说服手段的问题，基本上是一个事实问题。
",case-8,UNv1,"在特定案件中散发传单是否越界并成为不允许的说服力的问题在很大程度上是一个事实问题。
","在特定情况下，传单是否越界并成为不允许的说服力的问题在很大程度上是一个事实问题。
",在 特 定 案 件 中 散 发 传 单 是 否 越 界 并 成 为 不 允 许 的 说 服 力 的 问 题 在 很 大 程 度 上 是 一 个 事 实 问 题 。,在 特 定 情 况 下 ， 传 单 是 否 越 界 并 成 为 不 允 许 的 说 服 力 的 问 题 在 很 大 程 度 上 是 一 个 事 实 问 题 。,"1-25 1-26 2-24 3-11 4-7 4-8 4-9 5-5 7-1 7-2 8-3 8-4 9-12 9-13 10-20 11-13 12-14 13-15 13-16 14-17 14-18 14-19 15-21 15-22 15-23 16-33 17-28 17-29 17-30 17-31 17-32 18-34 18-35 19-36 19-37 20-40
","1-24 1-25 2-23 3-10 4-7 4-8 5-0 7-1 7-2 8-3 8-4 8-5 9-11 9-12 10-19 11-12 12-13 13-14 13-15 14-16 14-17 14-18 15-20 15-21 15-22 16-32 17-27 17-28 17-29 17-30 17-31 18-33 18-34 19-35 19-36 20-39
",14,"[('案', 3), ('件', 4)]",11,"[('情', 3), ('况', 4), ('下', 5)]",1,0,1,11
"This subject mainly carries on the research of robotic vision system by imitating human visual function.
",This subject mainly carries on the research of robotic vision system by imitating human visual function . ,"This subject mainly carryed on the research of robotic vision system by imitating human visual function.
",This subject mainly carryed on the research of robotic vision system by imitating human visual function . ,SimplePresent,['carries '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17","可是现在，金融危机仍然笼罩全球，中国又要面对有自己的新问题。
",subject-1,cwmt,"本学科主要通过模仿人类视觉功能进行机器人视觉系统的研究。
","本课题主要通过模仿人类视觉功能进行机器人视觉系统的研究。
",本 学 科 主 要 通 过 模 仿 人 类 视 觉 功 能 进 行 机 器 人 视 觉 系 统 的 研 究 。,本 课 题 主 要 通 过 模 仿 人 类 视 觉 功 能 进 行 机 器 人 视 觉 系 统 的 研 究 。,"0-0 1-2 2-3 2-4 3-5 6-25 6-26 7-24 8-17 8-18 10-22 10-23 11-6 12-7 12-8 13-9 13-10 13-19 14-11 14-12 14-20 14-21 15-13 15-14
","0-0 1-1 1-2 2-3 2-4 3-5 6-25 6-26 7-24 8-17 8-18 10-22 10-23 11-6 12-7 12-8 13-9 13-10 13-19 14-11 14-12 14-20 14-21 15-13 15-14
",5,"[('科', 2)]",0,"[('课', 1), ('题', 2)]",1,0,1,0
"A short leg "" boot "" cast is used to suspend the lower leg.
","A short leg "" boot "" cast is used to suspend the lower leg . ","A short leg "" boot "" cast was used to suspend the lower leg.
","A short leg "" boot "" cast was used to suspend the lower leg . ",SimplePresent,['used '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15","用小腿上打短的 “ 靴状 ” 管型来悬吊小腿.
",cast-6,cwmt,"短腿“靴子”铸件用于悬挂小腿。
","短腿“靴子”石膏用于悬挂小腿。
",短 腿 “ 靴 子 ” 铸 件 用 于 悬 挂 小 腿 。,短 腿 “ 靴 子 ” 石 膏 用 于 悬 挂 小 腿 。,"0-0 1-0 2-1 3-2 4-3 4-4 5-5 6-6 6-7 7-9 8-8 9-9 10-10 10-11 11-10 12-12 13-14
","0-0 1-0 2-1 3-2 4-3 4-4 5-5 6-6 6-7 7-9 8-8 9-9 10-10 10-11 11-10 12-12 13-14
",1,"[('铸', 6), ('件', 7)]",2,"[('石', 6), ('膏', 7)]",1,0,1,2
"The char types of the various macerals and their combustion modes were investigated in detail according to the drop tube furnace and one-dimension coal combustibility tests.
",The char types of the various macerals and their combustion modes were investigated in detail according to the drop tube furnace and one - dimension coal combustibility tests . ,"The char types of the various macerals and their combustion modes are investigated in detail according to the drop tube furnace and one-dimension coal combustibility tests.
",The char types of the various macerals and their combustion modes are investigated in detail according to the drop tube furnace and one - dimension coal combustibility tests . ,SimplePast,['investigated '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29","结论 术后视力下降可能为鞍区肿瘤经颅手术误伤视神经或视交叉所致。
",drop-18,cwmt,"根据滴管炉和一维煤可燃性试验，详细研究了各种碎石的炭种及其燃烧方式。
","根据落管炉和一维煤可燃性试验，详细研究了各种显焦剂的焦炭类型及其燃烧模式。
",根 据 滴 管 炉 和 一 维 煤 可 燃 性 试 验 ， 详 细 研 究 了 各 种 碎 石 的 炭 种 及 其 燃 烧 方 式 。,根 据 落 管 炉 和 一 维 煤 可 燃 性 试 验 ， 详 细 研 究 了 各 种 显 焦 剂 的 焦 炭 类 型 及 其 燃 烧 模 式 。,"3-24 5-20 5-21 6-7 7-5 8-11 9-10 10-31 11-16 12-17 12-18 13-15 14-16 15-0 15-1 17-23 18-2 19-3 20-4 21-27 22-28 22-29 23-25 24-32 25-33
","1-23 2-28 2-29 3-11 5-20 5-21 6-7 7-5 8-11 9-10 9-33 10-34 11-18 12-17 12-18 13-18 14-15 14-16 15-0 15-1 17-25 18-2 19-3 20-4 21-30 22-31 22-32 23-27 24-35 25-36
",0,"[('滴', 2)]",5,"[('落', 2)]",1,1,0,0
"The third match does not begin exactly where the second match ended, because the second match returned the empty string.
","The third match does not begin exactly where the second match ended , because the second match returned the empty string . ","The third match did not begin exactly where the second match ended, because the second match returned the empty string.
","The third match did not begin exactly where the second match ended , because the second match returned the empty string . ",SimplePresent,['begin '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22","如果你仍然是单身，你将会找到你希望的而且很快结婚！
",match-2,cwmt,"第三个匹配项并不确切地从第二个匹配项结束的位置开始，因为第二个匹配项返回了空字符串。
","第三场比赛并不确切地从第二场比赛结束的地方开始，因为第二场比赛返回了空字符串。
",第 三 个 匹 配 项 并 不 确 切 地 从 第 二 个 匹 配 项 结 束 的 位 置 开 始 ， 因 为 第 二 个 匹 配 项 返 回 了 空 字 符 串 。,第 三 场 比 赛 并 不 确 切 地 从 第 二 场 比 赛 结 束 的 地 方 开 始 ， 因 为 第 二 场 比 赛 返 回 了 空 字 符 串 。,"0-0 0-2 1-1 1-5 2-3 2-4 3-8 4-6 4-7 5-23 5-24 6-8 6-9 7-10 8-17 9-13 10-15 10-16 11-18 11-19 11-25 12-26 12-27 13-28 14-29 15-31 15-32 16-34 16-35 16-36 17-33 18-37 19-38 19-39 19-40 19-41
","0-0 1-1 2-2 2-3 2-4 3-7 4-5 4-6 5-21 5-22 6-7 6-8 7-9 7-19 7-20 8-19 9-12 10-13 10-14 10-15 11-16 11-17 11-23 12-24 12-25 13-26 14-27 15-28 15-29 15-30 16-31 16-32 17-34 18-34 19-35 19-36 19-37 19-38
",4,"[('匹', 3), ('配', 4)]",2,"[('场', 2), ('比', 3), ('赛', 4)]",1,1,0,0
"Femaleshamans or mudang are often called upon to enlist the help of various spirits to achieve various means.
",Femaleshamans or mudang are often called upon to enlist the help of various spirits to achieve various means . ,"Femaleshamans or mudang were often called upon to enlist the help of various spirits to achieve various means.
",Femaleshamans or mudang were often called upon to enlist the help of various spirits to achieve various means . ,SimplePresent,['called '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19","女萨满巫师或灵媒通常需要呼吁不同人士的帮助来为萨满教达到不同的目的。
",spirit-13,cwmt,"女沙曼或穆当经常被召唤来寻求各种精神的帮助，以达到各种手段。
","女性萨满或穆当经常被要求寻求各种灵魂的帮助，以实现各种手段。
",女 沙 曼 或 穆 当 经 常 被 召 唤 来 寻 求 各 种 精 神 的 帮 助 ， 以 达 到 各 种 手 段 。,女 性 萨 满 或 穆 当 经 常 被 要 求 寻 求 各 种 灵 魂 的 帮 助 ， 以 实 现 各 种 手 段 。,"0-0 0-1 0-2 1-3 2-4 2-5 3-8 4-6 4-7 5-8 5-9 5-11 6-10 7-10 8-12 8-13 10-19 10-20 11-18 12-14 12-15 13-16 13-17 14-24 15-23 16-25 16-26 17-27 17-28 17-29
","0-5 1-4 2-3 2-5 2-6 3-9 4-7 4-8 5-11 6-11 7-10 8-12 8-13 10-19 10-20 11-18 12-14 12-15 13-16 13-17 14-22 15-23 15-24 16-25 16-26 17-27 17-28 17-29
",3,"[('精', 16), ('神', 17)]",2,"[('灵', 16), ('魂', 17)]",1,0,1,2
"In this case the prison governor was cautioned to prevent discriminatory treatment and impairment of the rights of women.
",In this case the prison governor was cautioned to prevent discriminatory treatment and impairment of the rights of women . ,"In this case the prison governor is cautioned to prevent discriminatory treatment and impairment of the rights of women.
",In this case the prison governor is cautioned to prevent discriminatory treatment and impairment of the rights of women . ,SimplePast,['cautioned '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20","判决规定监狱主管人员不得采取歧视性待遇和蔑视妇女的权利。
",case-2,UNv1,"在本案中，监狱长被告诫要防止歧视性待遇和损害妇女权利。
","在这种情况下，告诫监狱长要防止歧视性待遇和损害妇女权利。
",在 本 案 中 ， 监 狱 长 被 告 诫 要 防 止 歧 视 性 待 遇 和 损 害 妇 女 权 利 。,在 这 种 情 况 下 ， 告 诫 监 狱 长 要 防 止 歧 视 性 待 遇 和 损 害 妇 女 权 利 。,"0-0 1-1 2-2 3-3 4-5 4-6 5-7 6-8 7-9 7-10 7-11 8-11 9-12 9-13 10-14 10-15 10-16 11-17 11-18 12-19 13-20 13-21 14-20 15-24 16-24 16-25 17-24 18-22 18-23
","0-0 0-2 1-1 2-3 2-4 2-5 3-4 4-9 4-10 5-11 7-7 7-8 8-12 9-13 9-14 10-15 10-16 10-17 11-18 11-19 12-20 13-21 13-22 14-21 15-25 16-25 16-26 17-25 18-23 18-24
",14,"[('案', 2)]",11,"[('情', 3), ('况', 4), ('下', 5)]",1,1,0,14
