ori.src,tok.ori.src,mut.src,tok.mut.src,mutkind,mutkind_word,tag,mut_align,ref,poly_word,corpus,ori.tgt,mut.tgt,tok.ori.tgt,tok.mut.tgt,ori.alignment,mut.alignment,ori.sc_id,ori.tgt_sense,mut.sc_id,mut.tgt_sense,unfair,ori.right,mut.right,sc_id
"But I drew it the letter . There it was on the floor before me.
",But I drew it the letter . There it was on the floor before me . ,"But I draw it the letter . There it was on the floor before me.
",But I draw it the letter . There it was on the floor before me . ,SimplePast,['drew '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16","但是，我把它画出来了，就是那个字母“A”，就在我面前的石板上。
",letter-5,cwmt,但我把它画在了那封信上。它就在我面前的地板上。,但我把它画成了字母。它就在我面前的地板上。,但 我 把 它 画 在 了 那 封 信 上 。 它 就 在 我 面 前 的 地 板 上 。,但 我 把 它 画 成 了 字 母 。 它 就 在 我 面 前 的 地 板 上 。,"0-0 1-1 2-2 2-4 3-3 4-5 5-8 5-9 6-6 7-7 8-12 8-13 9-14 10-21 11-18 11-19 12-20 13-16 13-17 14-22
","0-0 1-1 2-2 2-4 3-3 3-5 4-5 5-7 5-8 6-6 6-9 7-11 8-10 9-12 10-19 11-16 11-17 12-18 13-14 13-15 14-20
",0,"[('封', 8), ('信', 9)]",2,"[('字', 7), ('母', 8)]",1,0,1,2
"I got a match... a woman named Viktoria Shays.
",I got a match ... a woman named Viktoria Shays . ,"I get a match... a woman named Viktoria Shays.
",I get a match ... a woman named Viktoria Shays . ,SimplePast,['got '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11","发现一个人符合记录 Viktoria Shays
",match-3,os18,我有一个火柴... 一个叫 Viktoria Shays 的女人。,我得到了一个匹配... 一个叫 Viktoria Shays 的女人。,我 有 一 个 火 柴 . . . 一 个 叫 Viktoria Shays 的 女 人 。,我 得 到 了 一 个 匹 配 . . . 一 个 叫 Viktoria Shays 的 女 人 。,"0-0 1-1 2-2 2-3 3-4 3-5 3-6 3-7 3-8 4-9 4-10 5-15 6-11 7-12 8-13
","0-0 1-1 1-2 2-4 2-5 3-6 3-7 3-8 3-9 3-10 4-11 4-12 5-17 6-13 7-14 8-15
",1,"[('火', 4), ('柴', 5), ('.', 6), ('.', 7), ('.', 8)]",4,"[('匹', 6), ('配', 7), ('.', 8), ('.', 9), ('.', 10)]",1,0,1,4
"Flies, must have the wing, must have the moral nature the hope and the difficult endeavor which pays for this.
","Flies , must have the wing , must have the moral nature the hope and the difficult endeavor which pays for this . ","Flies, must have the wing, must had the moral nature the hope and the difficult endeavor which pays for this.
","Flies , must have the wing , must had the moral nature the hope and the difficult endeavor which pays for this . ",SimplePresent,['have '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23","更好的表单：盼望已久的改进！
",fly-0,cwmt,飞翔，要有翅膀，要有道德本性才有希望和为此付出的艰辛努力。,苍蝇，要有翅膀，要有道德本性才有希望和为此付出的艰辛努力。,飞 翔 ， 要 有 翅 膀 ， 要 有 道 德 本 性 才 有 希 望 和 为 此 付 出 的 艰 辛 努 力 。,苍 蝇 ， 要 有 翅 膀 ， 要 有 道 德 本 性 才 有 希 望 和 为 此 付 出 的 艰 辛 努 力 。,"0-0 0-1 0-2 1-3 2-4 4-5 4-6 5-8 6-9 7-12 8-10 8-11 9-13 10-12 11-16 11-17 12-18 14-24 14-25 15-26 15-27 16-20 17-21 17-22 18-21 19-28
","0-0 0-1 0-2 1-3 2-4 4-5 4-6 5-8 6-9 7-12 8-10 8-11 9-13 10-12 11-16 11-17 12-18 14-24 14-25 15-26 15-27 16-20 17-21 17-22 18-21 19-28
",2,"[('飞', 0), ('翔', 1), ('，', 2)]",3,"[('苍', 0), ('蝇', 1), ('，', 2)]",1,1,0,2
"As he fights extradition from Britain in that case, he remains under house arrest in an English mansion.
","As he fights extradition from Britain in that case , he remains under house arrest in an English mansion . ","As he fights extradition from Britain in that case, he remained under house arrest in an English mansion.
","As he fights extradition from Britain in that case , he remained under house arrest in an English mansion . ",SimplePresent,['remains '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20","由于阿桑奇拒绝因此案件由英国引渡，他仍旧在英国的一处房屋内遭受软禁。
",case-8,cwmt,在这种情况下，当他与英国的引渡作斗争时，他仍被软禁在英国豪宅中。,在那起案件中，当他与英国的引渡作斗争时，他仍被软禁在一座英国豪宅中。,在 这 种 情 况 下 ， 当 他 与 英 国 的 引 渡 作 斗 争 时 ， 他 仍 被 软 禁 在 英 国 豪 宅 中 。,在 那 起 案 件 中 ， 当 他 与 英 国 的 引 渡 作 斗 争 时 ， 他 仍 被 软 禁 在 一 座 英 国 豪 宅 中 。,"0-7 0-9 1-8 2-16 2-17 3-13 3-14 5-11 6-0 7-1 8-2 8-3 8-4 8-19 9-20 10-21 11-5 13-22 13-23 13-24 14-25 15-26 16-26 17-28 17-29
","0-7 0-9 1-8 2-16 2-17 3-13 3-14 5-11 6-0 6-5 7-1 8-3 8-4 8-19 9-20 10-21 12-27 13-22 13-23 13-24 14-25 15-26 16-28 17-30 17-31
",11,"[('种', 2), ('情', 3), ('况', 4), ('，', 19)]",14,"[('案', 3), ('件', 4), ('，', 19)]",1,0,1,14
"Letters exchanged with the Secretary-General, letters and notes of the president: 12 (6 renewals of mandate and 6 other matters)
","Letters exchanged with the Secretary - General , letters and notes of the president : 12 ( 6 renewals of mandate and 6 other matters ) ","Letters exchange with the Secretary-General, letters and notes of the president: 12 (6 renewals of mandate and 6 other matters)
","Letters exchange with the Secretary - General , letters and notes of the president : 12 ( 6 renewals of mandate and 6 other matters ) ",SimplePast,['exchanged '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26","同秘书长的信件往来、主席的信和说明：12次（6次涉及延长任务期限，6次涉及其他事项）
",letter-0,UNv1,与秘书长换文、主席信函和照会：12件（6件延长任期，6件其他事项）,与秘书长的信函往来、主席的信函和照会：12 件（6 件延长任期和 6 件其他事项）,与 秘 书 长 换 文 、 主 席 信 函 和 照 会 ： 12 件 （ 6 件 延 长 任 期 ， 6 件 其 他 事 项 ）,与 秘 书 长 的 信 函 往 来 、 主 席 的 信 函 和 照 会 ： 12 件 （ 6 件 延 长 任 期 和 6 件 其 他 事 项 ）,"0-5 1-4 2-0 3-7 4-1 4-2 4-3 4-6 4-8 5-9 5-10 6-11 7-12 8-12 9-16 10-14 10-16 11-15 12-17 13-20 14-23 15-22 17-25 18-27 18-28 19-29 19-30 19-31
","0-6 1-0 1-7 2-0 3-2 4-1 4-3 5-5 6-15 7-14 7-16 8-16 9-20 10-18 10-20 11-19 12-21 13-24 14-27 15-26 15-27 16-28 17-29 18-31 18-32 19-33 19-34 19-35
",2,"[('文', 5)]",0,"[('函', 6)]",1,0,1,0
"Examples of cases where (b) and (c) were applied should also be included;
",Examples of cases where ( b ) and ( c ) were applied should also be included ; ,"Examples of cases where (b) and (c) are applied should also be included;
",Examples of cases where ( b ) and ( c ) are applied should also be included ; ,SimplePast,['applied '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18","还应包括适用(b)和(c)项规定的案例；
",case-2,UNv1,还应包括适用 (b) 和 (c) 的案例；,还应包括适用 (b) 和 (c) 的情况示例；,还 应 包 括 适 用 ( b ) 和 ( c ) 的 案 例 ；,还 应 包 括 适 用 ( b ) 和 ( c ) 的 情 况 示 例 ；,"0-2 1-13 2-14 4-6 4-7 4-10 5-9 6-8 6-11 6-12 7-9 8-4 8-5 9-1 10-0 12-16
","0-2 1-13 2-14 2-15 3-6 4-7 4-10 5-9 6-8 6-11 6-12 7-12 8-4 8-5 9-1 10-0 12-18
",14,"[('案', 14)]",11,"[('情', 14), ('况', 15)]",1,1,0,14
"Another expressed concern about the lack of precision in the figures for stocks.
",Another expressed concern about the lack of precision in the figures for stocks . ,"Another express concern about the lack of precision in the figures for stocks.
",Another express concern about the lack of precision in the figures for stocks . ,SimplePast,['expressed '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14","另一位代表则对在对计算库存数量时缺乏精确性表示关注。
",stock-12,UNv1,另一位代表对库存数据缺乏精确性表示担忧。,另一个人对股票数据缺乏精确性表示担忧。,另 一 位 代 表 对 库 存 数 据 缺 乏 精 确 性 表 示 担 忧 。,另 一 个 人 对 股 票 数 据 缺 乏 精 确 性 表 示 担 忧 。,"0-0 0-1 1-4 1-5 2-4 3-5 4-6 5-10 5-11 6-11 7-12 7-13 7-14 8-14 9-15 10-8 10-9 11-3 12-6 12-7
","0-0 0-1 0-2 1-14 1-15 2-16 2-17 3-4 4-8 5-9 5-10 6-10 7-11 7-12 7-13 8-13 9-14 10-7 10-8 12-5 12-6
",7,"[('库', 6), ('存', 7)]",2,"[('股', 5), ('票', 6)]",1,1,0,7
"What do you think the charge will be, Inspector?
","What do you think the charge will be , Inspector ? ","What did you think the charge will be, Inspector?
","What did you think the charge will be , Inspector ? ",SimplePresent,['think '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11","你觉得指控会是什么，警官？
",charge-5,os18,督察，你认为收费是多少？,你认为指控会是什么，督察？,督 察 ， 你 认 为 收 费 是 多 少 ？,你 认 为 指 控 会 是 什 么 ， 督 察 ？,"0-3 1-4 2-3 3-4 3-5 4-6 5-7 6-9 7-10 8-11
","0-7 1-6 2-0 3-1 3-2 5-3 5-4 6-5 7-9 8-10 8-11 8-12
",12,"[('费', 7)]",6,"[('指', 3), ('控', 4)]",1,0,1,6
"The Systemic - Functional school that represented with Halliday accepted the two term that presented by Prague school.
",The Systemic - Functional school that represented with Halliday accepted the two term that presented by Prague school . ,"The Systemic - Functional school that represented with Halliday accept the two term that presented by Prague school.
",The Systemic - Functional school that represented with Halliday accept the two term that presented by Prague school . ,SimplePast,['accepted '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19","以Halliday为代表的系统功能学派接受了布拉格学派提出的这对术语.
",term-12,cwmt,以Halliday为代表的系统-功能学派接受了布拉格学派提出的两个术语。,以Halliday为代表的系统-功能学派接受布拉格学派提出的两个学期。,以 Halliday 为 代 表 的 系 统 - 功 能 学 派 接 受 了 布 拉 格 学 派 提 出 的 两 个 术 语 。,以 Halliday 为 代 表 的 系 统 - 功 能 学 派 接 受 布 拉 格 学 派 提 出 的 两 个 学 期 。,"1-0 1-1 1-6 1-7 2-8 3-9 3-10 4-11 5-4 6-3 9-13 9-14 10-23 11-24 11-25 12-26 12-27 13-21 14-21 14-22 15-21 16-16 16-17 16-18 17-19
","1-0 1-1 1-6 1-7 2-8 3-9 3-10 4-11 5-4 6-3 9-13 9-14 10-22 11-23 11-24 12-26 13-20 14-20 14-21 15-20 16-15 16-16 16-17 17-27
",0,"[('术', 26), ('语', 27)]",1,"[('期', 26)]",1,1,0,0
"The general art course at the university encompass a wide range of subject
",The general art course at the university encompass a wide range of subject ,"The general art course at the university encompassed a wide range of subject
",The general art course at the university encompassed a wide range of subject ,SimplePresent,['encompass '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13","大学文科包括的科目范围很广
",subject-12,um,大学的一般艺术课程涵盖广泛的主题,大学的综合艺术课程涵盖了广泛的学科,大 学 的 一 般 艺 术 课 程 涵 盖 广 泛 的 主 题,大 学 的 综 合 艺 术 课 程 涵 盖 了 广 泛 的 学 科,"1-4 2-5 2-6 3-7 5-8 6-0 6-1 7-9 7-10 8-10 9-11 9-12 10-12 11-13 11-14 12-15
","0-0 1-3 2-5 2-6 3-7 4-1 5-4 6-15 7-9 7-10 9-12 9-13 10-13 11-14 12-16
",0,"[('题', 15)]",5,"[('科', 16)]",1,0,1,5
"In cases of sexual abuse of children, the period of limitation is counted only from the day when the child victim turns 18.
","In cases of sexual abuse of children , the period of limitation is counted only from the day when the child victim turns 18 . ","In cases of sexual abuse of children, the period of limitation was counted only from the day when the child victim turns 18.
","In cases of sexual abuse of children , the period of limitation was counted only from the day when the child victim turns 18 . ",SimplePresent,['counted '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25","在出现对儿童的性虐待时，时效只从儿童受害者满18岁那天算起。
",case-1,UNv1,在对儿童进行性虐待的情况下，时效期限仅从受害儿童年满 18 岁之日起计算。,在儿童性虐待案件中，时效期限仅从受害儿童年满 18 岁之日起计算。,在 对 儿 童 进 行 性 虐 待 的 情 况 下 ， 时 效 期 限 仅 从 受 害 儿 童 年 满 18 岁 之 日 起 计 算 。,在 儿 童 性 虐 待 案 件 中 ， 时 效 期 限 仅 从 受 害 儿 童 年 满 18 岁 之 日 起 计 算 。,"0-0 0-13 1-10 1-11 1-12 2-6 3-5 3-6 4-7 4-8 5-6 5-9 6-2 6-3 8-16 9-16 10-15 10-17 11-18 12-31 12-32 13-18 14-19 16-29 17-14 18-28 19-23 20-20 20-21 21-25 21-27 22-26
","0-0 0-8 0-9 1-6 1-7 2-3 3-3 4-4 4-5 6-1 6-2 8-12 9-12 10-11 10-13 11-10 12-27 12-28 13-14 14-15 15-20 16-25 18-24 19-19 20-16 20-17 21-21 21-23 22-22
",11,"[('情', 10), ('况', 11), ('下', 12)]",14,"[('案', 6), ('件', 7)]",1,0,1,14
