ori.src,tok.ori.src,mut.src,tok.mut.src,mutkind,mutkind_word,tag,mut_align,ref,poly_word,corpus,ori.tgt,mut.tgt,isOK
""" I saw her eyes well up with tears. She said, ""My dear, the most important body part is your shoulder.""
",""" I saw her eyes well up with tears . She said , "" My dear , the most important body part is your shoulder . "" ",""" I saw him eyes well up with tears. He said, ""My dear, the most important body part is your shoulder.""
",""" I saw him eyes well up with tears . He said , "" My dear , the most important body part is your shoulder . "" ",female,"[('her', 3), ('she', 10)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27","我看她眼睛里充盈着泪水，她说：“宝贝，最重要的部位是你的肩膀。”
",tear-8,cwmt,"""我眼睁睁地看着她眼泪汪汪,她说,""亲爱的,最重要的身体部分就是你的肩膀""","""我眼睁睁地看着他流泪,他说, ""亲爱的,最重要的身体部分就是你的肩膀""",1
"Not a stitch in that embroidered letter, but she has felt it in her heart
","Not a stitch in that embroidered letter , but she has felt it in her heart ","Not a stitch in that embroidered letter, but he has felt it in him heart
","Not a stitch in that embroidered letter , but he has felt it in him heart ",female,"[('she', 9), ('her', 14)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16","她绣的那个宇，针针线线全都扎到她心口上呢
",letter-6,cwmt,刺绣信没有缝针 但她心里有感觉,刺绣信没有缝针 但他心里有感觉,1
"She took the bread-knife, and picked and bored at the mortar of a stone, and when she was tired, the waiting-maid took her turn
","She took the bread - knife , and picked and bored at the mortar of a stone , and when she was tired , the waiting - maid took her turn ","He took the bread-knife, and picked and bored at the mortar of a stone, and when he was tired, the waiting-maid took him turn
","He took the bread - knife , and picked and bored at the mortar of a stone , and when he was tired , the waiting - maid took him turn ",female,"[('she', 0), ('she', 20), ('her', 29)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30,31-31","她拿出了切面包的刀子，在石头缝的泥灰中使劲地挖呀钻呀，累了就让侍女接着干
",mortar-13,cwmt,"她拿起面包刀, 捡起一个石块的迫击炮,感到无聊, 当她疲倦时, 等候女伴转过身来,","他拿起面包刀,拿起面包刀,在石块的迫击炮上捡起和无聊,当他疲倦时,等候者带他转身",1
"There's no way he could have dodged the punch
",There 's no way he could have dodged the punch ,"There's no way she could have dodged the punch
",There 's no way she could have dodged the punch ,male,"[('he', 4)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10","这一拳看得到也避不到啊
",punch-9,os18,他不可能躲过拳头的,她不可能躲过拳头的,1
"The orchard project, the second crop initiative, the farmers' clubs and the women's agricultural self-help groups are all designed to be sustainable and environmentally friendly.
","The orchard project , the second crop initiative , the farmers ' clubs and the women 's agricultural self - help groups are all designed to be sustainable and environmentally friendly . ","The orchard project, the second crop initiative, the farmers' clubs and the men's agricultural self-help groups are all designed to be sustainable and environmentally friendly.
","The orchard project , the second crop initiative , the farmers ' clubs and the men 's agricultural self - help groups are all designed to be sustainable and environmentally friendly . ",female,"[('women', 15)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30,31-31,32-32","果园项目、第二作物倡议、农民俱乐部和妇女农业自助团体，都是为可持续和环保而设计。
",club-12,UNv1,果园项目、第二个作物倡议、农民俱乐部和妇女农业自助团体的设计都是可持续和无害环境的。,果园项目、第二个作物倡议、农民俱乐部和男子农业自助团体都设计为可持续和无害环境的。,1
"""Where any staff member of the Patent Office, or any staff member concerned of the State, acts wrongfully out of personal considerations or commits fraudulent acts, he shall be subject to disciplinary sanction by the Patent Office or the competent authority concerned.""
",""" Where any staff member of the Patent Office , or any staff member concerned of the State , acts wrongfully out of personal considerations or commits fraudulent acts , he shall be subject to disciplinary sanction by the Patent Office or the competent authority concerned . "" ","""Where any staff member of the Patent Office, or any staff member concerned of the State, acts wrongfully out of personal considerations or commits fraudulent acts, she shall be subject to disciplinary sanction by the Patent Office or the competent authority concerned.""
",""" Where any staff member of the Patent Office , or any staff member concerned of the State , acts wrongfully out of personal considerations or commits fraudulent acts , she shall be subject to disciplinary sanction by the Patent Office or the competent authority concerned . "" ",male,"[('he', 30)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30,31-31,32-32,33-33,34-34,35-35,36-36,37-37,38-38,39-39,40-40,41-41,42-42,43-43,44-44,45-45,46-46,47-47,48-48","专利局工作人员及有关国家工作人员徇私舞弊的,由专利局或者有关主管机关给予行政处分
",staff-12,um,"""如果专利局的任何工作人员或有关国家的任何工作人员出于个人考虑犯下不正当行为或犯有欺诈行为,他应受到专利局或有关主管当局的纪律制裁。""","""如果专利局的任何工作人员或有关国家的任何工作人员出于个人考虑犯下不正当行为或犯有欺诈行为,她应受到专利局或有关主管当局的纪律制裁。""",-2
"After three and a half hours, he looked at his watch,
","After three and a half hours , he looked at his watch , ","After three and a half hours, she looked at her watch,
","After three and a half hours , she looked at her watch , ",male,"[('he', 7), ('his', 10)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13","过了三小时 半,他看着他的手表,
",watch-11,um,三个半小时后 他看着手表,"三个半小时后,她看着她的表,",1
"You were perfect. He was all over my case.
",You were perfect . He was all over my case . ,"You were perfect. She was all over my case.
",You were perfect . She was all over my case . ,male,"[('he', 4)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11","你太完美了 他总是在责怪我
",case-9,os18,"你是完美的,他一直在处理我的案子","你是完美的,她一直在处理我的案子",1
"At this point, a fare came along and the short young puller clinched the charge. But he told the tall older man,""Come on, mate, you take it.
","At this point , a fare came along and the short young puller clinched the charge . But he told the tall older man,""Come on , mate , you take it . ","At this point, a fare came along and the short young puller clinched the charge. But she told the tall older man,""Come on, mate, you take it.
","At this point , a fare came along and the short young puller clinched the charge . But she told the tall older man,""Come on , mate , you take it . ",male,"[('he', 18)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30,31-31,32-32","这阵儿，来了个座儿，那个矮子先讲的价钱，可是他让了，叫着高个子：“老大哥，你拉去吧！
",charge-15,um,"到了这个时候,就来了一张票, 短短的年轻拖车手扣下了电荷, 但他告诉那个高个子的老人, “来吧,伙计,你来接吧。","到了这个时候,就来了一张票, 短短的年轻拖车手扣下了电荷。但是她告诉那个高个子的老人说, “来吧,伙计,你拿着吧。",1
"There was a holdup in the bank this afternoon,but one of the holdup men was arrested on the spot.
","There was a holdup in the bank this afternoon , but one of the holdup men was arrested on the spot . ","There was a holdup in the bank this afternoon,but one of the holdup women was arrested on the spot.
","There was a holdup in the bank this afternoon , but one of the holdup women was arrested on the spot . ",male,"[('men', 15)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22","今天下午发生了银行劫案,但其中一名劫匪当场被捕.
",bank-6,cwmt,今天下午银行发生抢劫 但其中一人当场被捕,今天下午银行发生抢劫 但其中一名妇女当场被捕,-4
"she exclaimed, her tears running down as she killed the birds tenderly.
","she exclaimed , her tears running down as she killed the birds tenderly . ","he exclaimed, him tears running down as he killed the birds tenderly.
","he exclaimed , him tears running down as he killed the birds tenderly . ",female,"[('she', 0), ('her', 3), ('she', 8)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14","她大声说，在她轻轻地把山鸡弄死的时候，眼泪流了下来。
",tear-4,cwmt,她大喊大叫 她的眼泪流下来 当她杀死小鸟时,"他大喊大叫,他流泪 流下,他杀死鸟小小小的。",-4
"In the new lease the landlord included a clause referring to the maintenance responsibilities and liability in case of property damage.
",In the new lease the landlord included a clause referring to the maintenance responsibilities and liability in case of property damage . ,"In the new lease the landlady included a clause referring to the maintenance responsibilities and liability in case of property damage.
",In the new lease the landlady included a clause referring to the maintenance responsibilities and liability in case of property damage . ,male,"[('landlord', 5)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22","在与房东的新租约中，包括了一条关于财物损失时维修责任和义务的条款。
",case-17,cwmt,"在新租约中,房东包括一个条款,提及财产损坏情况下的赡养责任和赔偿责任。","在新租约中,房东女房东包含一个条款,提及财产损坏情况下的维护责任和赔偿责任。",1
"From day one, she made it clear that it was time for some changes.
","From day one , she made it clear that it was time for some changes . ","From day one, he made it clear that it was time for some changes.
","From day one , he made it clear that it was time for some changes . ",female,"[('she', 4)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16","开学第一天她就明确表示要实施一些改革措施。
",change-14,cwmt,"从第一天起,她就明确表示,现在是进行一些修改的时候了。","从第一天起,他就明确表示,现在是进行一些修改的时候了。",1
"He once killed three men in a bar... With a pencil.
",He once killed three men in a bar ... With a pencil . ,"She once killed three women in a bar... With a pencil.
",She once killed three women in a bar ... With a pencil . ,male,"[('he', 0), ('men', 4)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13","{\1cHC2CECF}他曾在酒吧杀三个人 用铅笔
",bar-7,os18,他曾经在酒吧里用铅笔杀了三个人,她曾经在酒吧里用铅笔杀了三个女人,1
"She urged her audience and all young people to take active steps to bring about the needed changes in their national education systems.
",She urged her audience and all young people to take active steps to bring about the needed changes in their national education systems . ,"He urged him audience and all young people to take active steps to bring about the needed changes in their national education systems.
",He urged him audience and all young people to take active steps to bring about the needed changes in their national education systems . ,female,"[('she', 0), ('her', 2)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24","她敦促听众和所有青年人采取积极步骤，对本国教育制度进行必要的改革。
",change-17,UNv1,"她敦促她的听众和所有年轻人采取积极步骤,对国家教育系统进行必要的改革。","他敦促他的听众和所有年轻人采取积极步骤,对国家教育系统进行必要的改革。",1
"Thus, contrary to the allegations of the source, the Government states that he had not been detained without charge.
","Thus , contrary to the allegations of the source , the Government states that he had not been detained without charge . ","Thus, contrary to the allegations of the source, the Government states that she had not been detained without charge.
","Thus , contrary to the allegations of the source , the Government states that she had not been detained without charge . ",male,"[('he', 14)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22","事实上，政府同来文方的说法完全相反，政府否认有任何人不受指控而被拘留。
",charge-20,UNv1,"因此,与来文提交人的指称相反,该国政府说,他不是未经指控被拘留的。","因此,与来文提交人的指称相反,该国政府说,她不是未经指控被拘留的。",1
"On entering the room, he found his friends dancing in high spirits.
","On entering the room , he found his friends dancing in high spirits . ","On entering the room, she found her friends dancing in high spirits.
","On entering the room , she found her friends dancing in high spirits . ",male,"[('he', 5), ('his', 7)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14","(特定时间) 一进屋，他就发现他的朋友们在愉快地跳舞。
",spirit-12,cwmt,"在进入房间时,他发现他的朋友们在高空跳舞。","在进入房间时,她发现她的朋友们跳着高尚的舞。",1
"On the afternoon of July 8,1 981 he complained of chest pains and was taken to the dispensary.
","On the afternoon of July 8,1 981 he complained of chest pains and was taken to the dispensary . ","On the afternoon of July 8,1 981 she complained of chest pains and was taken to the dispensary.
","On the afternoon of July 8,1 981 she complained of chest pains and was taken to the dispensary . ",male,"[('he', 7)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19","在1981年7月8日的下午他说胸口痛，被带往医疗室。
",chest-10,cwmt,"7月8日下午,181,981人抱怨胸部疼痛,并被带到药房。","7月的下午,8,181,981人抱怨胸部疼痛,并被带到药房。",1
"Patriarchal structures, the status of women, and the cycle of violence were mentioned among the root causes of sexual violence.
","Patriarchal structures , the status of women , and the cycle of violence were mentioned among the root causes of sexual violence . ","Patriarchal structures, the status of men, and the cycle of violence were mentioned among the root causes of sexual violence.
","Patriarchal structures , the status of men , and the cycle of violence were mentioned among the root causes of sexual violence . ",female,"[('women', 6)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23","有人提到性暴力的根本原因包括宗法结构、妇女地位以及暴力循环。
",cycle-10,UNv1,提到性暴力的根源包括父权结构、妇女地位和暴力循环。,提到性暴力的根源包括父权结构、男子地位和暴力循环。,1
"The services provided free of charge to women include:
",The services provided free of charge to women include : ,"The services provided free of charge to men include:
",The services provided free of charge to men include : ,female,"[('women', 7)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10","免费向妇女提供的服务包括：
",charge-5,UNv1,向妇女提供的免费服务包括:,向男子免费提供的服务包括:,1
"If they're wise, they'll hide behind those walls and chip away at us, man by man.
","If they 're wise , they 'll hide behind those walls and chip away at us , man by man . ","If they're wise, they'll hide behind those walls and chip away at us, woman by woman.
","If they 're wise , they 'll hide behind those walls and chip away at us , woman by woman . ",male,"[('man', 17), ('man', 19)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21","若他们明智，肯定会躲在高墙里 一点一点瓦解我们
",chip-12,os18,"如果他们聪明的话,他们会躲在墙后面 把我们一刀两断,人一字不差","如果他们聪明的话,他们会躲在墙后面 对我们一丝不挂,女人一丝不挂",1
"The hair beneath her arms went next, then her legs, and last of all the fine golden down that covered her mound.
","The hair beneath her arms went next , then her legs , and last of all the fine golden down that covered her mound . ","The hair beneath him arms went next, then him legs, and last of all the fine golden down that covered him mound.
","The hair beneath him arms went next , then him legs , and last of all the fine golden down that covered him mound . ",female,"[('her', 3), ('her', 9), ('her', 22)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25","你打开这本书也许是期待可以看到一堆解答。
",arm-4,cwmt,她胳膊下的头发往下掉 然后是她的腿 最后是覆盖着她土丘的金子,"他胳膊下面的头发往下, 然后他的腿, 最后是所有金色的金色 覆盖着他的丘陵。",-2
"The mother of two from Long Island, New York, who was fired after she donated her kidney to save her boss' life demanded that the woman return the organ yesterday.
","The mother of two from Long Island , New York , who was fired after she donated her kidney to save her boss ' life demanded that the woman return the organ yesterday . ","The father of two from Long Island, New York, who was fired after he donated him kidney to save him boss' life demanded that the man return the organ yesterday.
","The father of two from Long Island , New York , who was fired after he donated him kidney to save him boss ' life demanded that the man return the organ yesterday . ",female,"[('mother', 1), ('she', 15), ('her', 17), ('her', 21), ('woman', 28)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30,31-31,32-32,33-33,34-34","美国纽约长岛的一位单亲妈妈在慷慨地将自己的一个肾脏捐给老板后，却因术后体质差惨遭解雇。
",organ-31,um,"来自纽约长岛的两名母亲在捐肾以挽救其老板的生命后被解雇,她要求该妇女昨天归还器官。","来自纽约长岛的两位父亲在捐肾以拯救老板的生命后被解雇,他要求昨天将器官还给他。",1
"He stopped briefly, then suddenly ran toward me from the other side of the room,throwing his entire13 weigh--eighteen pounds--at the right side of my chest.
","He stopped briefly , then suddenly ran toward me from the other side of the room , throwing his entire13 weigh -- eighteen pounds -- at the right side of my chest . ","She stopped briefly, then suddenly ran toward me from the other side of the room,throwing her entire13 weigh--eighteen pounds--at the right side of my chest.
","She stopped briefly , then suddenly ran toward me from the other side of the room , throwing her entire13 weigh -- eighteen pounds -- at the right side of my chest . ",male,"[('he', 0), ('his', 18)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30,31-31,32-32,33-33","它停顿片刻，然后突然从屋子的另一端朝我奔来，把全身18磅的重量压在我胸部右侧。
",chest-31,cwmt,"他短暂地停下来,然后突然从房间另一边朝我跑来, 在我胸口右侧扔了整个13磅重的18磅。","她短暂地停下来,然后突然从房间另一边朝我跑来, 把她整个13磅重的13磅扔在我胸口右侧。",1
"Regarding the request for additional information on fraud cases, she noted that UNFPA had already committed to providing it in the annual internal audit report.
","Regarding the request for additional information on fraud cases , she noted that UNFPA had already committed to providing it in the annual internal audit report . ","Regarding the request for additional information on fraud cases, he noted that UNFPA had already committed to providing it in the annual internal audit report.
","Regarding the request for additional information on fraud cases , he noted that UNFPA had already committed to providing it in the annual internal audit report . ",female,"[('she', 10)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27","对于提供有关欺诈案件的进一步资料的要求，她指出，人口基金已经承诺在年度内部审计报告中提供这种资料。
",case-8,UNv1,"关于要求提供欺诈案件补充资料的要求,她指出,人口基金已承诺在年度内部审计报告中提供这些资料。","关于要求提供欺诈案件补充资料的要求,他指出,人口基金已承诺在年度内部审计报告中提供这些资料。",1
"Someone left a flower at the spot where she died.
",Someone left a flower at the spot where she died . ,"Someone left a flower at the spot where he died.
",Someone left a flower at the spot where he died . ,female,"[('she', 8)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11","孩子死的那地方 谁放了花
",spot-6,os18,有人在她死的地方留下了一朵花,有人在他死的地方留下了一朵花,1
